"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A940","2020-02-01 00:00:00","49.000","0.000","0.200","7.200","0.890","1020.100","","0.000","-99.000","-99.000","-99.000","14.600","","7.200",""
"C0S740","2020-02-01 00:00:00","289.000","32.000","0.900","10.900","0.860","992.200","","0.000","-99.000","-99.000","-99.000","16.000","","10.400",""
"C0U980","2020-02-01 00:00:00","573.000","329.000","1.700","4.200","0.990","959.100","","0.000","-99.000","-99.000","-99.000","13.000","","1.800",""
"C0V250","2020-02-01 00:00:00","298.000","105.000","0.400","7.800","0.940","987.600","","0.000","-99.000","-99.000","-99.000","21.500","","6.300",""
"C0AH70","2020-02-01 00:00:00","34.000","75.000","1.100","11.200","0.600","1021.400","","0.000","-99.000","-99.000","-99.000","15.700","","8.600",""
"C0M760","2020-02-01 00:00:00","40.000","48.000","0.600","10.900","0.820","1018.300","","0.000","-99.000","-99.000","-99.000","19.900","","6.600",""
"C0O950","2020-02-01 00:00:00","4.000","345.000","0.700","11.800","0.800","1021.300","","0.000","-99.000","-99.000","-99.000","19.800","","8.300",""
"C0F9A0","2020-02-01 00:00:00","425.000","0.000","0.100","11.300","0.610","972.300","","0.000","-99.000","-99.000","-99.000","18.000","","5.900",""
"C0A9F0","2020-02-01 00:00:00","35.000","82.000","1.600","10.700","0.650","1021.900","","0.000","-99.000","-99.000","-99.000","15.700","","8.200",""
"C0I460","2020-02-01 00:00:00","110.000","203.000","1.700","10.500","0.830","1009.800","","0.000","-99.000","-99.000","-99.000","20.900","","5.700",""
"C0W160","2020-02-01 00:00:00","49.000","56.000","11.100","12.300","0.630","1015.800","","0.000","-99.000","-99.000","-99.000","12.400","","10.800",""
"C0E420","2020-02-01 00:00:00","19.000","0.000","0.000","8.800","0.710","1019.600","","0.000","-99.000","-99.000","-99.000","17.200","","7.900",""
"C0R190","2020-02-01 00:00:00","32.000","0.000","0.000","11.600","0.980","1018.200","","0.000","-99.000","-99.000","-99.000","21.500","","6.800",""
"C0I010","2020-02-01 00:00:00","1562.000","83.000","0.800","3.900","0.630","851.700","","0.000","-99.000","-99.000","-99.000","14.200","","2.300",""
"C0F930","2020-02-01 00:00:00","100.000","0.000","0.000","9.500","0.810","1010.500","","0.000","-99.000","-99.000","-99.000","17.800","","9.400",""
"C0Z050","2020-02-01 00:00:00","830.000","0.000","0.100","8.100","0.810","930.800","","0.000","-99.000","-99.000","-99.000","9.800","","5.800",""
"C0X150","2020-02-01 00:00:00","18.000","12.000","1.700","11.900","0.860","1022.300","","0.000","-99.000","-99.000","-99.000","20.700","","7.500",""
"C0R690","2020-02-01 00:00:00","248.000","6.000","1.000","12.700","0.770","993.200","","0.000","-99.000","-99.000","-99.000","19.000","","12.700",""
"C0U720","2020-02-01 00:00:00","1260.000","0.000","0.200","2.900","1.000","892.900","","0.000","-99.000","-99.000","-99.000","9.500","","-0.600",""
"C0W140","2020-02-01 00:00:00","21.000","28.000","3.200","10.600","0.630","1023.400","","0.000","-99.000","-99.000","-99.000","14.600","","8.800",""
"C0G660","2020-02-01 00:00:00","27.000","0.000","0.100","9.700","0.760","1021.000","","0.000","-99.000","-99.000","-99.000","20.200","","8.000",""
"C0E750","2020-02-01 00:00:00","62.000","64.000","0.600","9.200","0.720","1017.000","","0.000","-99.000","-99.000","-99.000","17.100","","9.200",""
"C0U520","2020-02-01 00:00:00","517.000","207.000","0.600","6.900","1.000","967.400","","0.000","-99.000","-99.000","-99.000","15.900","","3.200",""
"C0T9G0","2020-02-01 00:00:00","605.000","34.000","1.100","8.900","1.000","956.200","","0.000","-99.000","-99.000","-99.000","13.300","","8.100",""
"C0S700","2020-02-01 00:00:00","507.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z310","2020-02-01 00:00:00","59.000","8.000","0.800","12.400","0.800","1018.700","","0.000","-99.000","-99.000","-99.000","17.600","","10.300",""
"C0V610","2020-02-01 00:00:00","22.000","23.000","0.500","13.200","0.720","1019.800","","0.000","-99.000","-99.000","-99.000","17.800","","9.300",""
"C0E610","2020-02-01 00:00:00","850.000","251.000","0.300","8.600","0.590","925.600","","0.000","-99.000","-99.000","-99.000","12.800","","3.400",""
"C0R280","2020-02-01 00:00:00","242.000","65.000","1.500","13.700","0.710","994.900","","0.000","-99.000","-99.000","-99.000","17.800","","13.000",""
"C0V450","2020-02-01 00:00:00","51.000","32.000","2.400","13.100","0.820","1016.300","","0.000","-99.000","-99.000","-99.000","21.100","","7.600",""
"C0M720","2020-02-01 00:00:00","225.000","113.000","1.300","11.700","0.700","995.900","","0.000","-99.000","-99.000","-99.000","18.700","","7.000",""
"C0A560","2020-02-01 00:00:00","405.000","0.000","0.000","6.900","1.000","977.200","","0.000","-99.000","-99.000","-99.000","14.800","","1.100",""
"C0AD10","2020-02-01 00:00:00","27.000","245.000","0.400","8.900","0.710","1021.000","","0.000","-99.000","-99.000","-99.000","15.100","","8.200",""
"C0Z180","2020-02-01 00:00:00","34.000","323.000","0.900","14.100","0.630","1020.900","","0.000","-99.000","-99.000","-99.000","17.700","","10.600",""
"C0K420","2020-02-01 00:00:00","42.000","38.000","0.800","9.800","0.730","1017.800","","0.000","-99.000","-99.000","-99.000","19.200","","6.100",""
"C0D540","2020-02-01 00:00:00","227.000","97.000","0.300","5.600","0.920","997.700","","0.000","-99.000","-99.000","-99.000","15.700","","4.900",""
"C0E590","2020-02-01 00:00:00","40.000","34.000","0.800","8.800","0.750","1017.600","","0.000","-99.000","-99.000","-99.000","17.600","","8.800",""
"C0Z330","2020-02-01 00:00:00","488.000","106.000","0.400","9.800","0.760","969.400","","0.000","-99.000","-99.000","-99.000","16.500","","8.500",""
"C0R580","2020-02-01 00:00:00","10.000","64.000","1.500","14.300","0.800","1021.300","","0.000","-99.000","-99.000","-99.000","19.800","","9.400",""
"C0S810","2020-02-01 00:00:00","65.000","346.000","1.400","13.600","0.660","1019.200","","0.000","-99.000","-99.000","-99.000","21.100","","12.500",""
"C0V820","2020-02-01 00:00:00","441.000","15.000","0.500","7.500","0.940","973.500","","0.000","-99.000","-99.000","-99.000","20.100","","7.500",""
"C0K490","2020-02-01 00:00:00","91.000","113.000","0.500","9.300","0.860","1011.700","","0.000","-99.000","-99.000","-99.000","19.700","","5.500",""
"C0SA20","2020-02-01 00:00:00","857.000","348.000","0.900","8.000","0.830","925.700","","0.000","-99.000","-99.000","-99.000","12.400","","6.900",""
"CM0140","2020-02-01 00:00:00","26.000","47.000","1.000","16.100","0.490","1021.400","","0.000","-99.000","-99.000","-99.000","18.400","","14.800",""
"C0AC80","2020-02-01 00:00:00","40.000","110.000","1.000","8.200","0.830","1019.700","","0.000","-99.000","-99.000","-99.000","14.500","","5.000",""
"C0M810","2020-02-01 00:00:00","1354.000","117.000","0.500","5.900","0.650","869.800","","0.000","-99.000","-99.000","-99.000","12.600","","3.500",""
"C0I360","2020-02-01 00:00:00","300.000","34.000","3.900","10.200","0.730","986.600","","0.000","-99.000","-99.000","-99.000","18.000","","6.700",""
"C0C620","2020-02-01 00:00:00","19.000","88.000","1.200","9.400","0.720","1021.300","","0.000","-99.000","-99.000","-99.000","16.600","","5.700",""
"C0M850","2020-02-01 00:00:00","695.000","0.000","0.000","8.100","0.860","941.500","","0.000","-99.000","-99.000","-99.000","19.000","","6.900",""
"C0UA20","2020-02-01 00:00:00","2619.000","214.000","3.500","-3.200","0.350","-99.000","","0.000","-99.000","-99.000","-99.000","6.800","","-4.500",""
"C0F9V0","2020-02-01 00:00:00","525.000","163.000","1.300","9.600","0.700","966.800","","0.000","-99.000","-99.000","-99.000","17.800","","3.000",""
"C0T900","2020-02-01 00:00:00","160.000","275.000","1.000","10.800","0.720","1004.400","","0.000","-99.000","-99.000","-99.000","16.200","","10.200",""
"C0K440","2020-02-01 00:00:00","35.000","21.000","1.700","10.000","0.770","1019.000","","0.000","-99.000","-99.000","-99.000","18.600","","7.100",""
"C0Z250","2020-02-01 00:00:00","1124.000","295.000","0.600","5.500","0.990","896.200","","0.000","-99.000","-99.000","-99.000","8.500","","3.200",""
"C0F0A0","2020-02-01 00:00:00","3587.000","131.000","0.700","-8.500","0.240","658.300","","1.000","-99.000","-99.000","-99.000","-1.700","","-9.000",""
"C0G860","2020-02-01 00:00:00","45.000","118.000","0.700","11.000","0.770","1015.800","","0.000","-99.000","-99.000","-99.000","20.700","","7.500",""
"C0V790","2020-02-01 00:00:00","410.000","15.000","1.800","11.200","0.690","973.900","","0.000","-99.000","-99.000","-99.000","21.600","","9.100",""
"C0V740","2020-02-01 00:00:00","60.000","335.000","1.800","11.400","0.870","1017.000","","0.000","-99.000","-99.000","-99.000","21.700","","7.900",""
"C0Z200","2020-02-01 00:00:00","153.000","0.000","0.000","10.800","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","16.100","","10.300",""
"C0K520","2020-02-01 00:00:00","10.000","42.000","1.800","10.800","0.720","1020.700","","0.000","-99.000","-99.000","-99.000","18.700","","10.200",""
"C0S940","2020-02-01 00:00:00","150.000","339.000","1.500","13.900","0.600","1006.500","","0.000","-99.000","-99.000","-99.000","17.300","","12.400",""
"CM0110","2020-02-01 00:00:00","7.000","81.000","1.100","10.400","0.650","1022.500","","-99.000","-99.000","-99.000","-99.000","17.600","","10.400",""
"C0A970","2020-02-01 00:00:00","96.000","313.000","3.000","10.800","0.700","1014.800","","0.000","-99.000","-99.000","-99.000","14.000","","9.900",""
"C0M700","2020-02-01 00:00:00","150.000","68.000","0.600","8.900","0.940","1005.700","","0.000","-99.000","-99.000","-99.000","20.300","","4.800",""
"C0U990","2020-02-01 00:00:00","31.000","247.000","1.000","10.900","0.730","1022.600","","0.000","-99.000","-99.000","-99.000","16.500","","8.400",""
"C0D590","2020-02-01 00:00:00","143.000","54.000","1.600","8.900","0.710","1008.000","","0.000","-99.000","-99.000","-99.000","16.000","","8.100",""
"C0S790","2020-02-01 00:00:00","236.000","310.000","1.600","12.100","0.720","997.700","","-99.000","-99.000","-99.000","-99.000","21.000","","10.400",""
"C0A570","2020-02-01 00:00:00","360.000","80.000","0.500","5.200","0.970","983.200","","0.000","-99.000","-99.000","-99.000","12.300","","2.700",""
"C0M800","2020-02-01 00:00:00","440.000","72.000","0.800","8.900","0.830","971.800","","0.000","-99.000","-99.000","-99.000","18.800","","6.000",""
"C0E870","2020-02-01 00:00:00","34.000","150.000","0.900","7.900","0.810","1021.800","","0.000","-99.000","-99.000","-99.000","17.400","","7.900",""
"C0V490","2020-02-01 00:00:00","20.000","349.000","0.700","16.000","0.550","1020.300","","0.000","-99.000","-99.000","-99.000","19.400","","10.600",""
"C0M710","2020-02-01 00:00:00","15.000","21.000","0.800","11.300","0.720","1021.300","","0.000","-99.000","-99.000","-99.000","18.100","","10.400",""
"C0D570","2020-02-01 00:00:00","15.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S910","2020-02-01 00:00:00","212.000","103.000","1.900","16.900","0.710","998.900","","0.000","8.700","80.000","","18.300","","15.800",""
"C0M650","2020-02-01 00:00:00","20.000","9.000","1.600","11.100","0.690","1020.800","","0.000","-99.000","-99.000","-99.000","19.700","","9.000",""
"C0K280","2020-02-01 00:00:00","23.000","45.000","1.000","9.100","0.830","1022.400","","0.000","-99.000","-99.000","-99.000","19.700","","9.100",""
"C0X310","2020-02-01 00:00:00","9.000","19.000","2.400","12.800","0.730","1022.500","","0.000","-99.000","-99.000","-99.000","17.700","","10.100",""
"C0A9C0","2020-02-01 00:00:00","35.000","30.000","1.500","12.000","0.620","1021.500","","0.000","-99.000","-99.000","-99.000","15.100","","7.300",""
"C0V810","2020-02-01 00:00:00","32.000","0.000","0.000","15.300","0.600","-99.000","","0.000","-99.000","-99.000","-99.000","18.400","","9.400",""
"C0V770","2020-02-01 00:00:00","26.000","58.000","0.700","13.200","0.710","1019.300","","0.000","-99.000","-99.000","-99.000","20.400","","8.200",""
"C0UA10","2020-02-01 00:00:00","1711.000","339.000","0.500","-0.800","1.000","835.300","","0.000","-99.000","-99.000","-99.000","7.200","","-4.200",""
"C0R660","2020-02-01 00:00:00","20.000","116.000","2.000","13.100","0.730","1021.000","","0.000","-99.000","-99.000","-99.000","19.300","","9.100",""
"C0M640","2020-02-01 00:00:00","155.000","0.000","0.000","11.600","0.730","1004.200","","0.000","-99.000","-99.000","-99.000","19.400","","6.800",""
"C0V310","2020-02-01 00:00:00","46.000","0.000","0.000","12.000","0.800","1016.400","","0.000","-99.000","-99.000","-99.000","23.200","","8.600",""
"C0X110","2020-02-01 00:00:00","20.000","33.000","1.600","14.600","0.650","1020.700","","0.000","-99.000","-99.000","-99.000","19.800","","10.100",""
"C0S980","2020-02-01 00:00:00","901.000","320.000","0.600","7.900","0.890","920.600","","0.000","-99.000","-99.000","-99.000","13.100","","6.700",""
"C0R320","2020-02-01 00:00:00","7.000","66.000","5.200","16.200","0.610","1021.900","","0.000","-99.000","-99.000","-99.000","20.600","","15.100",""
"C0O860","2020-02-01 00:00:00","38.000","37.000","0.300","11.100","0.990","1017.500","","0.000","-99.000","-99.000","-99.000","21.000","","6.500",""
"C0U950","2020-02-01 00:00:00","1012.000","50.000","1.900","3.400","0.930","909.600","","0.000","-99.000","-99.000","-99.000","8.800","","1.900",""
"C0R260","2020-02-01 00:00:00","76.000","0.000","0.000","13.800","0.600","1013.200","","0.000","-99.000","-99.000","-99.000","22.200","","9.100",""
"C0X180","2020-02-01 00:00:00","62.000","0.000","0.000","10.800","0.980","1015.000","","0.000","-99.000","-99.000","-99.000","20.900","","6.300",""
"C0ACA0","2020-02-01 00:00:00","25.000","0.000","0.000","11.200","0.590","1020.800","","0.000","-99.000","-99.000","-99.000","15.400","","8.100",""
"C0X260","2020-02-01 00:00:00","39.000","19.000","0.400","11.000","0.870","1018.700","","0.000","-99.000","-99.000","-99.000","20.800","","6.900",""
"C0K500","2020-02-01 00:00:00","12.000","47.000","1.500","10.300","0.740","1020.300","","0.000","-99.000","-99.000","-99.000","18.700","","8.800",""
"CM0010","2020-02-01 00:00:00","68.000","0.000","0.000","8.000","0.790","1017.600","","0.000","-99.000","-99.000","-99.000","14.600","","6.000",""
"C0O990","2020-02-01 00:00:00","18.000","25.000","1.600","11.600","0.990","1020.400","","0.000","-99.000","-99.000","-99.000","21.900","","7.700",""
"C0E430","2020-02-01 00:00:00","258.000","184.000","1.700","6.200","0.910","996.500","","0.000","-99.000","-99.000","-99.000","16.000","","3.000",""
"C0D390","2020-02-01 00:00:00","146.000","0.000","0.000","8.100","0.780","1004.900","","0.000","-99.000","-99.000","-99.000","16.800","","4.600",""
"C0T9F0","2020-02-01 00:00:00","251.000","360.000","0.500","12.000","0.690","995.400","","0.000","-99.000","-99.000","-99.000","17.300","","10.600",""
"C0R350","2020-02-01 00:00:00","35.000","14.000","2.700","16.100","0.670","1018.400","","0.000","-99.000","-99.000","-99.000","20.600","","15.800",""
"C0K550","2020-02-01 00:00:00","15.000","44.000","0.500","10.600","0.760","1021.400","","0.000","-99.000","-99.000","-99.000","19.200","","9.500",""
"C0C670","2020-02-01 00:00:00","250.000","28.000","0.500","8.200","0.700","994.700","","0.000","-99.000","-99.000","-99.000","13.700","","6.000",""
"C0A980","2020-02-01 00:00:00","11.000","-99.000","-99.000","11.000","0.600","1024.400","","0.000","-99.000","-99.000","-99.000","16.000","","7.100",""
"C0UA60","2020-02-01 00:00:00","566.000","326.000","1.800","6.800","0.840","958.400","","0.000","-99.000","-99.000","-99.000","15.700","","4.100",""
"C0V720","2020-02-01 00:00:00","15.000","39.000","0.900","14.800","0.740","1020.900","","0.000","-99.000","-99.000","-99.000","20.100","","10.500",""
"C0C480","2020-02-01 00:00:00","105.000","124.000","0.600","10.200","0.660","1011.800","","0.000","-99.000","-99.000","-99.000","17.400","","6.700",""
"C0S900","2020-02-01 00:00:00","27.000","28.000","3.600","18.600","0.570","1020.400","","0.000","-99.000","-99.000","-99.000","20.200","","17.000",""
"C0SA00","2020-02-01 00:00:00","466.000","307.000","1.500","9.700","0.860","969.500","","0.000","-99.000","-99.000","-99.000","17.000","","9.000",""
"C0V730","2020-02-01 00:00:00","33.000","60.000","1.100","14.700","0.700","1019.400","","0.000","-99.000","-99.000","-99.000","20.700","","10.100",""
"C0G730","2020-02-01 00:00:00","27.000","23.000","1.500","9.500","0.800","1020.500","","0.000","-99.000","-99.000","-99.000","17.700","","9.500",""
"C0G880","2020-02-01 00:00:00","92.000","120.000","0.300","11.200","0.820","1011.400","","0.000","-99.000","-99.000","-99.000","21.100","","6.700",""
"C0Z300","2020-02-01 00:00:00","182.000","0.000","0.100","11.500","0.990","1004.800","","0.000","-99.000","-99.000","-99.000","16.300","","10.700",""
"C0H9A0","2020-02-01 00:00:00","1595.000","253.000","0.500","2.200","0.920","848.900","","0.000","-99.000","-99.000","-99.000","13.000","","0.800",""
"C0S840","2020-02-01 00:00:00","22.000","273.000","2.500","12.200","0.810","1023.100","","-99.000","-99.000","-99.000","-99.000","20.200","","12.200",""
"C0Z150","2020-02-01 00:00:00","27.000","231.000","1.500","13.400","0.730","1022.200","","0.000","-99.000","-99.000","-99.000","17.100","","11.900",""
"C0W170","2020-02-01 00:00:00","42.000","49.000","3.600","10.300","0.560","1020.400","","0.000","-99.000","-99.000","-99.000","12.200","","9.400",""
"C0E540","2020-02-01 00:00:00","32.000","100.000","0.600","7.800","0.810","1020.100","","0.000","-99.000","-99.000","-99.000","17.500","","7.800",""
